time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2024-08-08 06:33:00,57146.27,57120.5,57138.98,6.554,374442.29,57141.96,direct,
2024-08-08 06:34:00,57144.33,57121.52,57141.96,3.602,205790.24,57122.7,direct,
2024-08-08 06:35:00,57124.3,57075.61,57122.7,5.579,318581.87,57084.42,direct,
2024-08-08 06:36:00,57109.37,57074.64,57084.42,7.231,412791.07,57109.37,direct,
2024-08-08 06:37:00,57167.14,57108.17,57109.37,10.79,616489.26,57159.17,direct,
2024-08-08 06:38:00,57169.86,57135.76,57159.17,5.544,316827.86,57141.12,direct,
2024-08-08 06:39:00,57150.71,57134.29,57141.12,5.519,315395.38,57150.71,direct,
2024-08-08 06:40:00,57177.37,57150.71,57150.71,6.264,358103.67,57160.95,direct,
2024-08-08 06:41:00,57167.29,57145.65,57160.95,5.296,302694.14,57157.13,direct,
2024-08-08 06:42:00,57176.52,57152.47,57157.13,6.634,379259.47,57175.07,direct,
2024-08-08 06:43:00,57202.4,57167.21,57175.07,11.49,657022.86,57187.51,direct,
2024-08-08 06:44:00,57198.47,57171.38,57187.51,6.898,394446.75,57193.88,direct,
2024-08-08 06:45:00,57215.97,57150.07,57193.88,12.34,705758.32,57150.07,direct,
2024-08-08 06:46:00,57158.36,57115.32,57150.07,13.68,781686.95,57125.25,direct,
2024-08-08 06:47:00,57152.93,57117.71,57125.25,7.497,428344.65,57142.67,direct,
2024-08-08 06:48:00,57176.36,57142.53,57142.67,13.46,769057.5,57155.32,direct,
2024-08-08 06:49:00,57178.0,57153.03,57155.32,4.484,256260.57,57178.0,direct,
2024-08-08 06:50:00,57195.38,57172.67,57178.0,22.29,1274019.09,57180.05,direct,
2024-08-08 06:51:00,57189.88,57173.62,57180.05,4.864,278142.23,57177.48,direct,
2024-08-08 06:52:00,57199.45,57152.93,57177.48,14.92,853102.75,57195.05,direct,
2024-08-08 06:53:00,57200.6,57179.03,57195.05,7.937,453929.99,57179.03,direct,
